Date,Customer Name,Product ID,Amount
2024-09-13,Suresh Reddy,P1004,4929.05
2024-03-24,Suresh Reddy,P1002,2665.86
2025-02-05,Suresh Reddy,P1001,3577.59
2024-05-22,Anita Joshi,P1005,4482.85
2024-08-19,Anita Joshi,P1003,2546.98
2024-03-20,Rajesh Kumar,P1001,3201.04
2024-04-26,Neha Verma,P1001,3215.98
2025-01-01,Suresh Reddy,P1002,1279.0
2025-01-10,Priya Patel,P1003,310.06
2024-08-17,Amit Sharma,P1004,275.64
2024-08-05,Neha Verma,P1005,1166.29
2024-06-18,Priya Patel,P1002,208.2
2024-11-17,Vikram Singh,P1001,1647.62
2024-11-09,Rajesh Kumar,P1004,4618.6
2024-04-30,Priya Patel,P1005,1023.68
2024-11-07,Vikram Singh,P1003,2225.63
2025-01-04,Anita Joshi,P1002,2384.59
2024-05-03,Amit Sharma,P1002,1923.13
2024-12-05,Rajesh Kumar,P1002,1694.23
2024-07-06,Suresh Reddy,P1005,2642.78
2024-02-23,Amit Sharma,P1001,1686.94
2024-12-05,Anita Joshi,P1003,2017.47
2025-02-08,Rajesh Kumar,P1004,4860.93
2024-04-11,Amit Sharma,P1001,1843.69
2024-07-15,Amit Sharma,P1003,3906.73
2024-08-25,Anita Joshi,P1004,4408.32
2024-12-12,Neha Verma,P1001,695.63
2024-09-17,Amit Sharma,P1001,2477.07
2024-10-12,Suresh Reddy,P1005,314.0
2025-01-21,Priya Patel,P1001,4463.23
2024-08-06,Amit Sharma,P1005,3069.86
2024-06-02,Suresh Reddy,P1001,1695.44
2025-01-02,Priya Patel,P1001,4456.37
2024-10-12,Priya Patel,P1002,940.41
2025-01-11,Suresh Reddy,P1003,4172.03
2024-10-30,Vikram Singh,P1002,4605.58
2024-12-24,Neha Verma,P1003,2297.4
2024-02-18,Anita Joshi,P1001,356.66
2024-03-22,Rajesh Kumar,P1005,4784.73
2024-11-12,Anita Joshi,P1004,1433.09
2024-07-17,Rajesh Kumar,P1002,3151.99
2025-01-11,Amit Sharma,P1001,4362.71
2024-07-30,Neha Verma,P1004,3805.97
2024-11-02,Amit Sharma,P1005,1237.2
2024-05-28,Vikram Singh,P1001,3444.58
2024-04-10,Rajesh Kumar,P1004,4578.0
2024-06-01,Neha Verma,P1001,1248.13
2024-03-23,Vikram Singh,P1003,921.93
2024-09-15,Vikram Singh,P1002,503.94
2024-09-08,Amit Sharma,P1002,1257.36
2024-04-23,Priya Patel,P1005,2150.89
2025-01-01,Amit Sharma,P1005,3892.93
2024-12-20,Amit Sharma,P1003,1920.78
2024-04-10,Suresh Reddy,P1002,2430.2
2024-10-29,Anita Joshi,P1005,3063.04
2025-01-07,Anita Joshi,P1004,1747.89
2024-03-17,Neha Verma,P1002,316.08
2025-02-08,Suresh Reddy,P1005,2670.2
2024-03-07,Priya Patel,P1005,3692.53
2025-01-20,Neha Verma,P1001,4808.88
2025-01-05,Suresh Reddy,P1003,847.01
2024-10-07,Neha Verma,P1004,4677.13
2024-12-19,Vikram Singh,P1001,2148.06
2024-11-29,Amit Sharma,P1001,4389.59
2025-02-02,Priya Patel,P1005,3368.29
2024-07-12,Amit Sharma,P1004,2002.67
2024-04-17,Neha Verma,P1001,1123.01
2024-10-22,Neha Verma,P1004,1421.7
2024-10-31,Amit Sharma,P1005,4320.0
2024-07-24,Suresh Reddy,P1004,4136.93
2024-06-13,Rajesh Kumar,P1004,2893.07
2025-02-05,Neha Verma,P1005,714.54
2024-11-09,Suresh Reddy,P1004,1382.1
2024-04-17,Rajesh Kumar,P1003,1124.52
2024-06-22,Amit Sharma,P1003,3299.53
2024-11-14,Suresh Reddy,P1002,1891.54
2024-08-04,Priya Patel,P1003,997.28
2025-01-20,Rajesh Kumar,P1003,2196.99
2024-08-08,Neha Verma,P1003,867.73
2024-07-15,Rajesh Kumar,P1005,4693.13
2024-11-28,Rajesh Kumar,P1003,2772.01
2024-12-05,Rajesh Kumar,P1001,3380.57
2024-12-01,Rajesh Kumar,P1002,3478.99
2024-03-08,Vikram Singh,P1003,3654.86
2024-12-26,Anita Joshi,P1004,2378.3
2024-02-20,Rajesh Kumar,P1003,549.9
2024-10-15,Rajesh Kumar,P1003,4190.9
2025-01-28,Suresh Reddy,P1005,344.55
2025-02-11,Suresh Reddy,P1004,2211.41
2024-11-14,Vikram Singh,P1002,4193.27
2024-03-07,Priya Patel,P1002,3508.83
2024-09-24,Priya Patel,P1004,846.27
2024-09-20,Priya Patel,P1002,1181.62
2024-07-12,Anita Joshi,P1004,4672.54
2024-08-12,Neha Verma,P1004,2521.35
2024-09-14,Vikram Singh,P1004,4898.05
2024-04-20,Rajesh Kumar,P1005,3813.15
2024-08-10,Suresh Reddy,P1005,4211.99
2024-07-28,Vikram Singh,P1002,505.51
2025-01-14,Anita Joshi,P1003,3097.66
2024-03-10,Anita Joshi,P1005,2069.68
2025-01-21,Suresh Reddy,P1005,1712.57
2024-12-24,Priya Patel,P1001,4289.02
2025-01-22,Priya Patel,P1002,313.1
2024-06-19,Amit Sharma,P1001,776.96
2025-02-15,Anita Joshi,P1001,621.21
2024-03-28,Anita Joshi,P1001,3335.72
2024-11-01,Rajesh Kumar,P1005,2488.33
2024-09-30,Neha Verma,P1003,4107.11
2025-01-21,Amit Sharma,P1005,1562.25
2024-10-28,Amit Sharma,P1005,2623.91
2024-03-27,Amit Sharma,P1003,4677.16
2024-06-21,Priya Patel,P1002,997.96
2024-05-22,Vikram Singh,P1002,1390.45
2024-05-15,Neha Verma,P1005,2951.88
2024-05-31,Vikram Singh,P1005,2424.66
2024-10-26,Amit Sharma,P1002,3941.76
2025-01-31,Amit Sharma,P1004,1240.85
2024-06-07,Rajesh Kumar,P1004,3019.6
2024-04-16,Rajesh Kumar,P1001,1723.2
2024-11-10,Suresh Reddy,P1001,2631.53
2024-09-07,Neha Verma,P1002,4430.14
2024-04-24,Rajesh Kumar,P1001,3232.39
2024-03-05,Amit Sharma,P1003,2286.05
2024-04-27,Neha Verma,P1002,1080.64
2024-07-11,Neha Verma,P1005,3421.75
2024-07-30,Neha Verma,P1003,2709.85
2024-08-14,Suresh Reddy,P1002,1412.08
2024-10-14,Neha Verma,P1005,2415.36
2024-04-30,Vikram Singh,P1002,4979.14
2025-01-06,Neha Verma,P1005,4827.42
2025-01-15,Neha Verma,P1001,858.2
2024-03-05,Neha Verma,P1004,836.05
2024-04-25,Rajesh Kumar,P1003,1261.97
2024-11-26,Vikram Singh,P1004,1271.97
2024-11-18,Neha Verma,P1001,3287.33
2024-11-25,Anita Joshi,P1005,730.92
2024-03-08,Anita Joshi,P1005,4769.77
2024-05-14,Neha Verma,P1003,3137.21
2024-05-26,Amit Sharma,P1001,3560.18
2024-03-25,Vikram Singh,P1002,1346.41
2024-03-10,Anita Joshi,P1004,399.7
2024-08-30,Suresh Reddy,P1003,3540.6
2024-06-24,Suresh Reddy,P1004,430.81
2024-08-24,Rajesh Kumar,P1001,328.21
2024-03-23,Neha Verma,P1005,4187.41
2024-07-14,Vikram Singh,P1002,1052.32
2024-06-28,Priya Patel,P1005,1621.88
2024-08-13,Rajesh Kumar,P1001,4420.82
2025-02-04,Priya Patel,P1004,3356.35
2024-07-25,Anita Joshi,P1003,804.9
2024-12-22,Rajesh Kumar,P1003,760.1
2024-09-19,Anita Joshi,P1004,202.62
2024-08-27,Suresh Reddy,P1003,4653.08
2024-02-29,Vikram Singh,P1004,2895.45
2025-02-03,Suresh Reddy,P1004,1157.19
2024-03-11,Vikram Singh,P1002,1005.7
2024-07-05,Amit Sharma,P1003,1992.57
2024-09-03,Suresh Reddy,P1003,981.72
2025-02-11,Rajesh Kumar,P1003,4865.52
2025-01-28,Anita Joshi,P1002,4199.08
2024-06-04,Neha Verma,P1005,222.43
2024-03-03,Priya Patel,P1005,2970.54
2024-12-15,Anita Joshi,P1003,2564.61
2024-11-30,Rajesh Kumar,P1004,2011.52
2024-02-29,Vikram Singh,P1003,4204.97
2024-05-31,Anita Joshi,P1003,469.21
2025-01-29,Priya Patel,P1001,2624.09
2024-05-12,Priya Patel,P1004,663.77
2025-02-09,Neha Verma,P1005,1402.29
2024-05-10,Amit Sharma,P1002,2943.46
2024-04-23,Anita Joshi,P1001,3497.0
2024-03-07,Rajesh Kumar,P1001,4928.02
2024-05-09,Anita Joshi,P1005,2584.34
2024-10-31,Vikram Singh,P1004,4158.73
2025-01-15,Neha Verma,P1002,104.8
2024-07-20,Amit Sharma,P1002,3995.98
2024-03-21,Vikram Singh,P1002,1849.67
2025-02-08,Anita Joshi,P1003,2857.28
2024-12-03,Anita Joshi,P1004,1440.34
2024-05-05,Amit Sharma,P1005,2014.8
2024-06-26,Suresh Reddy,P1001,3360.38
2024-04-21,Vikram Singh,P1005,3333.03
2024-08-27,Suresh Reddy,P1004,3471.46
2024-07-18,Vikram Singh,P1004,3935.67
2024-09-21,Suresh Reddy,P1005,1185.34
2024-08-01,Anita Joshi,P1005,2018.4
2024-08-01,Suresh Reddy,P1003,2621.64
2024-10-24,Anita Joshi,P1003,4464.57
2024-10-20,Anita Joshi,P1002,1055.66
2024-05-24,Priya Patel,P1005,2097.41
2024-03-14,Anita Joshi,P1005,3439.17
2024-10-17,Vikram Singh,P1003,4436.43
2024-06-30,Rajesh Kumar,P1001,2876.51
2024-10-21,Priya Patel,P1002,3054.9
2024-04-18,Neha Verma,P1004,137.63
2024-05-19,Rajesh Kumar,P1004,1533.51
2024-12-04,Priya Patel,P1001,1726.16
2024-12-16,Priya Patel,P1005,4811.65
2025-01-17,Vikram Singh,P1004,2664.83
2024-07-07,Anita Joshi,P1004,1574.79
2024-09-03,Vikram Singh,P1004,4362.11
2024-12-04,Vikram Singh,P1001,3480.61
2025-02-08,Neha Verma,P1005,3897.01
2024-10-07,Anita Joshi,P1005,3777.46
2025-01-02,Neha Verma,P1005,3888.77
2025-02-10,Anita Joshi,P1005,2628.58
2025-01-10,Amit Sharma,P1005,1236.6
2024-08-04,Amit Sharma,P1005,3256.98
2024-03-05,Neha Verma,P1004,344.25
2024-06-08,Anita Joshi,P1004,4155.87
2024-04-30,Amit Sharma,P1005,1745.96
2025-02-02,Rajesh Kumar,P1002,4910.53
2024-09-09,Neha Verma,P1004,4130.56
2024-09-26,Anita Joshi,P1001,3125.55
2024-02-20,Neha Verma,P1002,2352.06
2024-03-24,Anita Joshi,P1001,1949.39
2024-07-03,Amit Sharma,P1002,1890.97
2024-07-09,Vikram Singh,P1001,4167.03
2024-11-30,Vikram Singh,P1003,2607.17
2024-12-11,Vikram Singh,P1003,2029.59
2024-06-06,Suresh Reddy,P1002,4889.24
2024-10-07,Rajesh Kumar,P1002,303.94
2024-03-24,Amit Sharma,P1002,2943.49
2024-03-04,Rajesh Kumar,P1005,2088.89
2024-04-28,Vikram Singh,P1002,2402.67
2024-08-31,Rajesh Kumar,P1001,768.32
2024-03-31,Vikram Singh,P1005,1888.07
2024-09-15,Vikram Singh,P1003,792.14
2024-07-19,Anita Joshi,P1003,2603.24
2024-04-07,Vikram Singh,P1003,1468.58
2024-05-04,Neha Verma,P1003,1576.06
2024-11-27,Rajesh Kumar,P1004,3635.32
2024-08-11,Neha Verma,P1005,612.23
2024-12-02,Anita Joshi,P1005,2954.55
2024-12-16,Vikram Singh,P1001,3247.46
2024-08-20,Anita Joshi,P1001,118.75
2024-05-02,Neha Verma,P1001,4605.82
2024-03-17,Rajesh Kumar,P1001,740.52
2024-05-20,Vikram Singh,P1004,4024.99
2024-11-01,Anita Joshi,P1003,105.19
2024-10-03,Vikram Singh,P1001,549.85
2024-07-14,Vikram Singh,P1004,1536.13
2024-11-15,Vikram Singh,P1005,4993.82
2024-08-22,Vikram Singh,P1004,4164.17
2024-07-07,Rajesh Kumar,P1002,812.42
2025-01-15,Amit Sharma,P1003,4955.39
2024-09-24,Neha Verma,P1002,3157.37
2024-11-27,Amit Sharma,P1005,978.52
2024-11-29,Amit Sharma,P1002,722.57
2024-12-05,Suresh Reddy,P1001,1506.14
2024-06-04,Vikram Singh,P1003,2209.35
2024-04-15,Priya Patel,P1003,2956.19
2024-12-23,Priya Patel,P1002,504.26
2024-08-24,Amit Sharma,P1001,4521.81
2024-11-17,Rajesh Kumar,P1004,1902.12
2024-03-12,Neha Verma,P1004,4967.9
2024-12-11,Neha Verma,P1005,4339.72
2024-11-04,Anita Joshi,P1002,2299.99
2024-11-17,Vikram Singh,P1002,1141.39
2024-04-17,Vikram Singh,P1003,3982.68
2024-09-17,Amit Sharma,P1002,422.13
2024-04-16,Neha Verma,P1005,4180.72
2024-04-12,Amit Sharma,P1003,3138.84
2024-11-10,Amit Sharma,P1002,4172.13
2024-12-12,Rajesh Kumar,P1001,565.11
2024-11-19,Rajesh Kumar,P1001,3518.2
2025-01-09,Priya Patel,P1002,2120.32
2024-04-22,Vikram Singh,P1001,651.43
2024-12-11,Anita Joshi,P1004,1723.34
2024-10-21,Suresh Reddy,P1003,3954.03
2024-08-02,Amit Sharma,P1002,1891.55
2024-04-09,Suresh Reddy,P1001,4685.59
2024-08-28,Priya Patel,P1005,1441.1
2024-07-23,Suresh Reddy,P1004,4114.79
2024-03-02,Suresh Reddy,P1002,4955.81
2024-06-16,Anita Joshi,P1001,3331.18
2024-07-12,Anita Joshi,P1002,4327.31
2024-03-20,Neha Verma,P1005,710.09
2024-05-02,Priya Patel,P1005,2590.38
2024-08-22,Neha Verma,P1001,2286.94
2024-03-18,Anita Joshi,P1004,1604.55
2025-01-15,Vikram Singh,P1001,4048.04
2024-03-28,Vikram Singh,P1002,159.99
2024-11-05,Anita Joshi,P1001,1096.98
2024-05-20,Priya Patel,P1003,4983.04
2024-07-30,Suresh Reddy,P1004,3692.13
2024-09-03,Priya Patel,P1005,3245.61
2024-04-13,Vikram Singh,P1004,439.33
2024-05-16,Vikram Singh,P1003,1181.56
2024-06-01,Vikram Singh,P1004,4229.3
2024-03-05,Priya Patel,P1005,3850.1
2024-11-17,Amit Sharma,P1002,2915.78
2024-05-11,Suresh Reddy,P1003,2786.16
2024-10-22,Priya Patel,P1001,3111.21
2024-09-15,Vikram Singh,P1004,1838.36
2024-05-11,Anita Joshi,P1003,3103.16
2024-03-04,Rajesh Kumar,P1002,3192.45
2024-04-30,Anita Joshi,P1004,4705.07
2024-09-12,Rajesh Kumar,P1004,4724.26
2024-08-12,Suresh Reddy,P1005,3699.38
2024-07-26,Vikram Singh,P1004,3381.56
2024-03-24,Neha Verma,P1005,4252.22
2025-01-23,Anita Joshi,P1001,4025.91
2024-05-18,Anita Joshi,P1001,2371.3
2024-08-20,Rajesh Kumar,P1001,901.37
2024-10-15,Amit Sharma,P1002,2804.57
2024-03-23,Rajesh Kumar,P1001,4847.8
2024-04-16,Rajesh Kumar,P1001,4910.79
2024-07-22,Vikram Singh,P1002,4952.57
2024-11-16,Rajesh Kumar,P1002,583.66
2024-09-08,Priya Patel,P1004,2255.44
2025-01-20,Vikram Singh,P1004,4045.0
2024-04-07,Priya Patel,P1002,4641.94
2025-02-01,Amit Sharma,P1003,2616.85
2024-04-01,Anita Joshi,P1004,1716.44
2024-09-16,Priya Patel,P1002,867.17
2024-10-02,Anita Joshi,P1004,938.11
2024-10-07,Suresh Reddy,P1005,3805.18
2024-09-10,Vikram Singh,P1002,1300.82
2024-06-22,Rajesh Kumar,P1002,2164.92
2024-12-28,Neha Verma,P1003,3602.0
2024-05-21,Neha Verma,P1005,3314.76
2024-12-29,Priya Patel,P1002,4600.87
2024-05-02,Anita Joshi,P1005,3352.46
2025-02-06,Amit Sharma,P1001,3010.53
2024-10-07,Rajesh Kumar,P1002,2266.07
2024-07-09,Priya Patel,P1004,1440.63
2024-10-31,Vikram Singh,P1001,2239.69
2024-10-08,Suresh Reddy,P1002,1999.52
2024-11-10,Suresh Reddy,P1005,2339.79
2024-12-10,Vikram Singh,P1005,2137.39
2024-10-08,Vikram Singh,P1005,433.33
2024-03-30,Anita Joshi,P1005,4170.99
2024-11-10,Priya Patel,P1004,1055.99
2025-01-31,Neha Verma,P1004,2253.26
2024-05-18,Suresh Reddy,P1001,3598.47
2024-03-03,Anita Joshi,P1005,1649.87
2024-09-04,Suresh Reddy,P1005,2742.1
2024-12-04,Amit Sharma,P1001,2802.53
2024-11-09,Anita Joshi,P1005,997.68
2024-11-01,Rajesh Kumar,P1002,2917.41
2024-12-02,Priya Patel,P1001,3371.88
2024-12-30,Vikram Singh,P1003,1953.59
2024-08-11,Vikram Singh,P1005,2255.19
2024-09-25,Priya Patel,P1004,2541.01
2024-05-18,Priya Patel,P1005,4960.08
2025-01-26,Vikram Singh,P1005,3854.25
2024-12-24,Suresh Reddy,P1001,4985.36
2025-02-01,Anita Joshi,P1001,4299.19
2024-06-03,Rajesh Kumar,P1003,4550.93
2024-08-19,Vikram Singh,P1003,264.5
2024-10-26,Priya Patel,P1002,1867.23
2024-06-28,Priya Patel,P1003,1108.25
2024-11-24,Rajesh Kumar,P1001,1793.35
2024-09-08,Priya Patel,P1004,757.45
2024-09-03,Vikram Singh,P1001,575.88
2024-03-28,Anita Joshi,P1004,2803.53
2024-08-04,Vikram Singh,P1003,4359.35
2024-10-31,Suresh Reddy,P1005,4052.88
2024-08-25,Suresh Reddy,P1003,4472.05
2024-07-02,Amit Sharma,P1002,1743.35
2024-07-05,Priya Patel,P1005,2788.52
2024-08-19,Rajesh Kumar,P1002,3554.84
2025-01-30,Rajesh Kumar,P1003,656.38
2025-02-08,Anita Joshi,P1004,1781.22
2024-05-04,Priya Patel,P1003,4108.02
2024-12-25,Amit Sharma,P1002,2657.58
2024-08-13,Anita Joshi,P1005,4081.34
2025-01-21,Rajesh Kumar,P1003,4659.5
2024-10-13,Vikram Singh,P1004,2815.46
2024-08-11,Suresh Reddy,P1003,1915.1
2024-09-26,Amit Sharma,P1002,4887.41
2024-03-06,Vikram Singh,P1003,3206.46
2024-12-03,Neha Verma,P1003,1665.44
2024-12-19,Neha Verma,P1002,3372.93
2024-08-27,Anita Joshi,P1005,111.71
2024-03-20,Vikram Singh,P1004,1779.92
2024-11-08,Priya Patel,P1003,3022.61
2024-06-12,Amit Sharma,P1001,121.87
2024-05-03,Priya Patel,P1002,3049.74
2025-01-28,Suresh Reddy,P1004,2160.19
2024-03-02,Rajesh Kumar,P1003,2636.94
2024-11-04,Rajesh Kumar,P1003,2779.54
2024-10-30,Amit Sharma,P1003,2492.47
2024-03-08,Rajesh Kumar,P1001,1247.46
2024-08-18,Amit Sharma,P1005,4784.61
2024-10-14,Priya Patel,P1004,905.49
2024-08-29,Anita Joshi,P1001,1405.29
2024-06-05,Priya Patel,P1004,3893.64
2024-04-24,Vikram Singh,P1005,2235.97
2025-01-19,Neha Verma,P1004,1470.74
2024-06-20,Priya Patel,P1002,3897.41
2024-10-16,Anita Joshi,P1001,2719.51
2024-03-16,Priya Patel,P1005,3631.73
2024-04-15,Neha Verma,P1003,3951.15
2024-12-03,Amit Sharma,P1003,4498.69
2024-11-26,Priya Patel,P1001,740.6
2024-12-22,Amit Sharma,P1004,3058.27
2024-10-30,Amit Sharma,P1005,4129.1
2024-04-06,Rajesh Kumar,P1003,3858.82
2024-05-06,Priya Patel,P1002,4620.55
2024-05-21,Suresh Reddy,P1005,2226.11
2024-02-20,Suresh Reddy,P1003,897.9
2024-07-30,Suresh Reddy,P1003,1833.31
2024-10-21,Priya Patel,P1004,3806.99
2024-04-05,Priya Patel,P1003,1865.81
2024-10-21,Neha Verma,P1004,1242.82
2024-08-18,Neha Verma,P1004,3464.58
2024-10-15,Anita Joshi,P1004,4491.42
2024-07-20,Amit Sharma,P1002,100.52
2024-07-19,Rajesh Kumar,P1003,4495.39
2024-06-14,Amit Sharma,P1004,2930.06
2024-04-07,Priya Patel,P1001,1331.03
2024-08-20,Priya Patel,P1001,1790.84
2024-06-25,Priya Patel,P1005,4146.36
2024-05-02,Suresh Reddy,P1004,1458.3
2024-06-28,Rajesh Kumar,P1003,912.94
2024-10-11,Vikram Singh,P1002,333.18
2024-09-04,Amit Sharma,P1004,2281.38
2024-07-12,Rajesh Kumar,P1003,3935.07
2024-10-13,Rajesh Kumar,P1004,3701.18
2025-02-08,Neha Verma,P1004,4429.75
2024-02-24,Priya Patel,P1002,3107.43
2024-03-28,Priya Patel,P1005,512.49
2024-06-06,Amit Sharma,P1005,3501.6
2025-01-13,Neha Verma,P1003,244.08
2024-05-25,Suresh Reddy,P1001,3039.62
2025-01-15,Rajesh Kumar,P1004,208.5
2024-02-23,Neha Verma,P1002,759.15
2024-12-17,Amit Sharma,P1005,3169.21
2024-04-01,Priya Patel,P1002,4110.41
2024-03-01,Anita Joshi,P1003,2148.7
2024-08-09,Suresh Reddy,P1004,4468.85
2024-11-08,Neha Verma,P1005,3150.83
2024-03-09,Rajesh Kumar,P1002,2112.67
2024-11-02,Rajesh Kumar,P1002,3622.92
2025-01-17,Rajesh Kumar,P1003,583.64
2024-07-30,Vikram Singh,P1004,3033.82
2024-08-01,Amit Sharma,P1003,3782.59
2024-05-27,Priya Patel,P1002,3856.32
2024-06-04,Amit Sharma,P1004,1862.33
2024-07-28,Neha Verma,P1002,3292.99
2025-01-18,Priya Patel,P1002,3102.34
2024-04-12,Vikram Singh,P1003,4892.62
2024-10-17,Rajesh Kumar,P1001,1294.61
2024-04-06,Suresh Reddy,P1004,3048.29
2024-09-23,Suresh Reddy,P1001,890.53
2024-07-10,Rajesh Kumar,P1003,2652.27
2024-03-12,Amit Sharma,P1002,4544.32
2024-10-09,Suresh Reddy,P1003,3039.44
2024-10-25,Suresh Reddy,P1003,3167.16
2024-08-13,Amit Sharma,P1005,1392.09
2024-04-03,Suresh Reddy,P1003,4914.59
2024-07-27,Neha Verma,P1004,1884.93
2024-05-01,Neha Verma,P1001,765.28
2024-10-29,Anita Joshi,P1004,857.32
2024-05-10,Neha Verma,P1002,2900.23
2024-11-11,Priya Patel,P1005,799.02
2024-05-20,Neha Verma,P1003,2768.79
2024-06-25,Rajesh Kumar,P1004,1038.31
2024-12-23,Rajesh Kumar,P1003,1751.51
2024-03-23,Rajesh Kumar,P1003,4892.23
2025-01-30,Priya Patel,P1001,4054.76
2024-08-28,Vikram Singh,P1004,4316.32
2024-11-13,Anita Joshi,P1003,4194.55
2024-11-17,Anita Joshi,P1004,2639.66
2024-07-07,Amit Sharma,P1005,4001.63
2024-08-17,Priya Patel,P1004,2406.44
2024-07-24,Suresh Reddy,P1002,3509.16
2024-08-30,Neha Verma,P1001,3747.84
2024-11-30,Neha Verma,P1005,1034.46
2025-01-12,Amit Sharma,P1001,1174.9
2024-08-22,Priya Patel,P1005,459.74
2024-09-05,Rajesh Kumar,P1005,3312.27
2024-07-14,Vikram Singh,P1002,2279.93
2024-09-22,Amit Sharma,P1004,892.91
2025-02-12,Anita Joshi,P1002,3775.36
2024-10-19,Vikram Singh,P1003,1604.17
2025-01-12,Amit Sharma,P1003,3377.81
2024-07-26,Priya Patel,P1005,3722.78
2024-09-01,Vikram Singh,P1003,4774.47
2024-11-13,Anita Joshi,P1005,3905.46
2024-06-11,Vikram Singh,P1001,675.06
2024-06-21,Anita Joshi,P1002,4247.64
2024-10-31,Priya Patel,P1001,1355.38
2024-09-30,Priya Patel,P1001,447.19
2024-06-21,Priya Patel,P1002,2108.32
2025-02-13,Anita Joshi,P1003,343.6
2024-06-27,Vikram Singh,P1003,2350.59
2024-11-01,Neha Verma,P1005,3075.7
2024-09-24,Vikram Singh,P1001,1901.96
2024-02-29,Anita Joshi,P1003,2877.66
2024-06-15,Neha Verma,P1002,4480.6
2024-10-03,Vikram Singh,P1002,1254.54
2024-06-24,Neha Verma,P1004,4677.95
2024-05-11,Suresh Reddy,P1005,156.75
2024-10-02,Rajesh Kumar,P1004,3696.69
2024-10-20,Anita Joshi,P1004,3377.1
2025-02-04,Priya Patel,P1004,2554.25
2024-12-10,Vikram Singh,P1002,4462.43
2024-10-20,Anita Joshi,P1001,1673.97
2025-02-09,Anita Joshi,P1002,745.42
2025-01-02,Amit Sharma,P1005,933.8
2024-09-18,Amit Sharma,P1003,673.83
2025-01-23,Amit Sharma,P1005,4823.74
2024-04-08,Neha Verma,P1002,155.67
2024-03-15,Amit Sharma,P1003,365.47
2024-11-27,Priya Patel,P1003,2229.06
2024-06-05,Vikram Singh,P1001,2985.25
2024-08-16,Rajesh Kumar,P1004,2616.6
2024-07-24,Amit Sharma,P1003,134.81
2024-07-05,Suresh Reddy,P1005,2624.74
2024-03-16,Neha Verma,P1005,1493.8
2024-11-22,Suresh Reddy,P1002,1271.76
2025-02-10,Priya Patel,P1003,4807.53
2025-01-21,Anita Joshi,P1003,3251.98
2024-12-13,Anita Joshi,P1004,2193.36
2025-01-15,Vikram Singh,P1004,1660.36
2024-06-08,Anita Joshi,P1001,3087.12
2024-12-27,Anita Joshi,P1002,3887.08
2024-03-19,Priya Patel,P1004,4233.52
2024-02-22,Rajesh Kumar,P1005,2071.78
2025-01-01,Vikram Singh,P1002,1813.38
2024-02-27,Rajesh Kumar,P1005,3814.15
2024-10-12,Anita Joshi,P1005,4985.68
2024-02-24,Amit Sharma,P1003,3113.21
2024-03-03,Suresh Reddy,P1003,1774.01
2024-06-06,Priya Patel,P1001,781.22
2025-01-16,Rajesh Kumar,P1005,2485.64
2024-03-04,Anita Joshi,P1004,2700.42
2025-01-02,Neha Verma,P1001,129.11
2024-10-26,Suresh Reddy,P1001,403.71
2024-06-16,Amit Sharma,P1002,4783.98
2024-11-20,Rajesh Kumar,P1002,972.53
2024-10-28,Vikram Singh,P1003,151.33
2024-05-07,Neha Verma,P1002,881.41
2024-05-13,Suresh Reddy,P1004,1392.62
2024-11-18,Anita Joshi,P1003,793.55
2024-04-03,Rajesh Kumar,P1003,566.0
2024-04-25,Priya Patel,P1002,4470.32
2024-08-19,Neha Verma,P1001,214.08
2024-04-28,Neha Verma,P1002,3535.22
2024-11-04,Vikram Singh,P1002,378.23
2024-08-28,Vikram Singh,P1002,3443.5
2025-01-04,Neha Verma,P1003,1433.85
2024-10-17,Amit Sharma,P1005,2638.59
2024-04-15,Neha Verma,P1003,4891.11
2024-04-03,Priya Patel,P1004,2169.7
2024-06-24,Amit Sharma,P1005,1748.27
2025-01-07,Neha Verma,P1003,105.73
2024-12-31,Rajesh Kumar,P1005,3369.69
2025-02-09,Amit Sharma,P1004,4264.98
2024-07-16,Vikram Singh,P1002,2270.61
2024-05-27,Anita Joshi,P1004,3669.6
2024-07-09,Suresh Reddy,P1001,804.32
2024-08-01,Anita Joshi,P1005,1588.34
2024-08-11,Suresh Reddy,P1004,1488.34
2024-05-21,Neha Verma,P1002,1613.28
2024-08-24,Priya Patel,P1004,4691.96
2024-10-21,Neha Verma,P1002,2540.3
2024-08-04,Amit Sharma,P1002,4627.15
2024-03-16,Amit Sharma,P1002,3388.05
2024-05-26,Neha Verma,P1003,3626.32
2024-05-31,Amit Sharma,P1004,2571.92
2024-09-15,Priya Patel,P1005,1911.66
2024-07-21,Rajesh Kumar,P1001,3482.45
2024-02-18,Priya Patel,P1004,4184.1
2024-07-12,Vikram Singh,P1004,4705.52
2025-01-27,Suresh Reddy,P1001,4493.64
2024-03-09,Neha Verma,P1001,3255.13
2025-01-17,Vikram Singh,P1003,3309.25
2024-03-16,Neha Verma,P1005,3563.97
2025-01-03,Amit Sharma,P1005,3144.94
2024-12-05,Amit Sharma,P1004,1718.84
2024-07-05,Rajesh Kumar,P1005,4562.15
2024-08-20,Rajesh Kumar,P1001,4783.41
2025-02-15,Priya Patel,P1005,123.23
2024-11-18,Anita Joshi,P1001,1055.51
2024-06-16,Neha Verma,P1005,1505.17
2024-07-07,Neha Verma,P1004,204.93
2024-03-29,Amit Sharma,P1001,4436.25
2024-07-02,Anita Joshi,P1005,3766.46
2024-03-12,Vikram Singh,P1001,2245.88
